Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Aimar Oroz,es ESP,MF,21.0,36,28,2556.0,28.4,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,3.5,2.8,1.6,4.4,52.0,103.0,126.0,0.07,0.04,0.11,0.04,0.07,0.14,0.06,0.2,0.11,0.17,Matches,Osasun
Rubén Peña,es ESP,"DF,FW",32.0,32,27,2247.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.6,3.5,62.0,78.0,147.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,Matches,Osasun
Johan Mojica,co COL,DF,30.0,32,23,2118.0,23.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.6,3.6,57.0,82.0,117.0,0.0,0.13,0.13,0.0,0.13,0.04,0.11,0.16,0.04,0.16,Matches,Osasun
Moi Gómez,es ESP,"MF,FW",29.0,29,24,2090.0,23.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,0.9,2.6,36.0,127.0,69.0,0.13,0.0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,0.12,Matches,Osasun
Lucas Torró,es ESP,MF,29.0,30,23,1973.0,21.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,0.6,2.0,3.0,60.0,15.0,0.05,0.0,0.05,0.05,0.05,0.07,0.03,0.1,0.07,0.1,Matches,Osasun
Juan Cruz Armada,es ESP,DF,31.0,29,21,1961.0,21.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,16.0,77.0,29.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02,Matches,Osasun
Jon Moncayola,es ESP,MF,25.0,36,22,1927.0,21.4,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.6,0.6,2.3,2.9,14.0,99.0,46.0,0.05,0.14,0.19,0.05,0.19,0.03,0.11,0.14,0.03,0.14,Matches,Osasun
Iker Muñoz,es ESP,MF,20.0,29,21,1923.0,21.4,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,1.1,1.1,0.2,1.2,17.0,80.0,23.0,0.19,0.0,0.19,0.19,0.19,0.05,0.01,0.06,0.05,0.06,Matches,Osasun
Jorge Herrando,es ESP,DF,22.0,20,19,1764.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,3.0,35.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,Osasun
Rubén García,es ESP,"FW,MF",30.0,33,20,1666.0,18.5,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,3.3,5.6,16.0,59.0,117.0,0.16,0.11,0.27,0.16,0.27,0.13,0.19,0.33,0.13,0.33,Matches,Osasun
Raúl,es ESP,FW,22.0,38,14,1475.0,16.4,6.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,4.9,4.9,0.6,5.5,16.0,22.0,68.0,0.37,0.06,0.43,0.37,0.43,0.32,0.04,0.37,0.32,0.37,Matches,Osasun
Pablo Ibáñez,es ESP,MF,24.0,35,13,1262.0,14.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.3,2.3,1.2,3.5,26.0,67.0,54.0,0.07,0.14,0.21,0.07,0.21,0.18,0.09,0.27,0.18,0.27,Matches,Osasun
José Arnaiz,es ESP,"FW,MF",28.0,29,11,1119.0,12.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.7,1.7,1.8,3.5,23.0,11.0,85.0,0.24,0.08,0.32,0.24,0.32,0.17,0.17,0.34,0.17,0.34,Matches,Osasun
Ezequiel Ávila,ar ARG,"FW,MF",29.0,17,10,864.0,9.6,1.0,3.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.3,4.3,14.0,39.0,75.0,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,Matches,Osasun
Aitor Fernández,es ESP,GK,32.0,9,8,761.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasun
Unai García,es ESP,DF,31.0,9,6,560.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.1,0.1,0.0,0.1,2.0,12.0,1.0,0.16,0.0,0.16,0.16,0.16,0.02,0.0,0.02,0.02,0.02,Matches,Osasun
Kike Barja,es ESP,"FW,MF",26.0,19,4,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,17.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,Matches,Osasun
Nacho Vidal,es ESP,"DF,FW",28.0,8,1,160.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.56,0.0,0.56,0.56,0.56,0.28,0.01,0.29,0.28,0.29,Matches,Osasun
Darko Brašanac,rs SRB,MF,31.0,3,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Osasun
Iñigo Arguibide,es ESP,DF,18.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasun
Jorge Moreno,es ESP,DF,22.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasun
Asier Osambela,es ESP,MF,19.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasun
Xabier Huarte Armendáriz,es ESP,MF,22.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasun
Max Svensson,es ESP,FW,,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasun
Javi Martínez,es ESP,MF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasun
Pablo Valencia,es ESP,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasun
Dimitrios Stamatakis,gr GRE,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasun
Matteo Pessina,it ITA,MF,26.0,38,38,3312.0,36.8,6.0,3.0,9.0,2.0,4.0,5.0,5.0,1.0,6.3,2.4,1.1,3.5,69.0,190.0,53.0,0.16,0.08,0.24,0.05,0.14,0.18,0.03,0.21,0.07,0.1,Matches,Monz
Michele Di Gregorio,it ITA,GK,26.0,34,34,2962.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monz
Andrea Colpani,it ITA,"MF,FW",24.0,39,37,2728.0,30.3,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,4.8,4.8,5.0,9.8,90.0,120.0,193.0,0.26,0.13,0.4,0.26,0.4,0.16,0.17,0.33,0.16,0.33,Matches,Monz
Pablo Marí,es ESP,DF,29.0,35,31,2691.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.3,0.7,2.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Monz
Roberto Gagliardini,it ITA,"MF,DF",29.0,34,30,2450.0,27.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.9,2.9,1.7,4.6,38.0,120.0,36.0,0.04,0.07,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18,Matches,Monz
Luca Caldirola,it ITA,DF,32.0,30,24,2231.0,24.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.5,0.5,0.6,1.1,10.0,56.0,9.0,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,Matches,Monz
Dany Mota,pt POR,"FW,MF",25.0,35,25,2139.0,23.8,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,3.0,6.5,112.0,57.0,152.0,0.17,0.13,0.29,0.17,0.29,0.16,0.13,0.29,0.16,0.29,Matches,Monz
Samuele Birindelli,it ITA,DF,24.0,35,22,2013.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,2.9,4.0,63.0,70.0,122.0,0.0,0.09,0.09,0.0,0.09,0.05,0.13,0.18,0.05,0.18,Matches,Monz
Giorgos Kyriakopoulos,gr GRE,DF,27.0,29,21,1769.0,19.7,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,1.4,2.6,64.0,70.0,94.0,0.0,0.15,0.15,0.0,0.15,0.06,0.07,0.14,0.06,0.14,Matches,Monz
Patrick Ciurria,it ITA,"DF,MF",28.0,23,19,1688.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,2.6,4.1,41.0,68.0,94.0,0.0,0.05,0.05,0.0,0.05,0.09,0.15,0.23,0.09,0.23,Matches,Monz
Armando Izzo,it ITA,DF,31.0,24,20,1670.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,0.5,1.1,15.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches,Monz
Danilo D'Ambrosio,it ITA,DF,34.0,25,17,1606.0,17.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches,Monz
Andrea Carboni,it ITA,DF,22.0,22,16,1501.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,13.0,46.0,22.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Matches,Monz
Warren Bondo,fr FRA,MF,19.0,25,14,1475.0,16.4,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.9,0.9,0.3,1.2,31.0,43.0,13.0,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,Matches,Monz
Lorenzo Colombo,it ITA,FW,21.0,25,16,1359.0,15.1,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,0.6,4.2,16.0,24.0,75.0,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28,Matches,Monz
Milan Đurić,ba BIH,FW,33.0,17,13,1257.0,14.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.7,3.7,2.0,8.0,31.0,0.29,0.07,0.36,0.29,0.36,0.21,0.05,0.26,0.21,0.26,Matches,Monz
Valentin Carboni,ar ARG,"MF,FW",18.0,32,10,1188.0,13.2,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,1.7,4.0,52.0,57.0,75.0,0.15,0.23,0.38,0.15,0.38,0.18,0.13,0.31,0.18,0.31,Matches,Monz
Pedro Pereira,pt POR,DF,25.0,23,9,841.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.2,1.4,20.0,43.0,69.0,0.0,0.21,0.21,0.0,0.21,0.02,0.12,0.14,0.02,0.14,Matches,Monz
Jean-Daniel Akpa-Akpro,ci CIV,MF,30.0,19,8,705.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Monz
Alessio Zerbin,it ITA,"DF,FW",24.0,13,7,684.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,0.8,1.2,17.0,20.0,46.0,0.0,0.13,0.13,0.0,0.13,0.05,0.11,0.16,0.05,0.16,Matches,Monz
Alessandro Sorrentino,it ITA,GK,21.0,7,5,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monz
Samuele Vignato,it ITA,"MF,FW",19.0,11,3,376.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.2,1.8,13.0,13.0,20.0,0.24,0.0,0.24,0.24,0.24,0.44,0.04,0.48,0.44,0.48,Matches,Monz
Gianluca Caprari,it ITA,"MF,FW",30.0,7,5,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,11.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.44,0.22,0.44,Matches,Monz
Daniel Maldini,it ITA,"MF,FW",21.0,11,2,333.0,3.7,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.3,1.3,1.2,2.4,15.0,10.0,22.0,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65,Matches,Monz
Mirko Marić,hr CRO,FW,28.0,10,1,287.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9,0.9,0.5,1.3,2.0,4.0,30.0,0.31,0.0,0.31,0.31,0.31,0.27,0.15,0.42,0.27,0.42,Matches,Monz
Pepín,gq EQG,"MF,FW",26.0,10,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Monz
Papu Gómez,ar ARG,"MF,FW",35.0,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches,Monz
Giulio Donati,it ITA,DF,33.0,4,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.46,0.51,0.05,0.51,Matches,Monz
Franco Carboni,it ITA,MF,20.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Monz
Giorgio Cittadini,it ITA,DF,21.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monz
Andrea Ferraris,it ITA,MF,20.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monz
Davide Bettella,it ITA,MF,23.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Monz
Eugenio Lamanna,it ITA,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Andrea Petagna,it ITA,FW,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Leonardo Colombo,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Stefano Gori,it ITA,GK,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Andrea Mazza,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Alessandro Berretta,it ITA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Matija Popović,rs SRB,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Monz
Lucas Perrin,fr FRA,DF,24.0,34,33,3023.0,33.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.8,1.4,17.0,115.0,8.0,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,Matches,Strasbourg
Frederic Guilbert,fr FRA,"DF,MF",28.0,36,32,2767.0,30.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,1.6,2.7,32.0,116.0,70.0,0.07,0.0,0.07,0.07,0.07,0.04,0.06,0.1,0.04,0.1,Matches,Strasbourg
Habib Diarra,sn SEN,"MF,FW",19.0,35,31,2622.0,29.1,4.0,2.0,6.0,3.0,1.0,1.0,3.0,0.0,3.4,2.7,1.3,3.9,59.0,107.0,88.0,0.14,0.07,0.21,0.1,0.17,0.13,0.05,0.18,0.1,0.15,Matches,Strasbourg
Dilane Bakwa,fr FRA,"FW,MF",20.0,35,28,2465.0,27.4,5.0,9.0,14.0,5.0,0.0,0.0,4.0,1.0,3.2,3.2,6.2,9.4,94.0,92.0,204.0,0.18,0.33,0.51,0.18,0.51,0.13,0.26,0.39,0.13,0.39,Matches,Strasbourg
Marvin Senaya,tg TOG,"DF,MF",22.0,36,25,2342.0,26.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,1.2,1.2,2.8,4.0,48.0,74.0,81.0,0.08,0.04,0.12,0.08,0.12,0.05,0.12,0.17,0.05,0.17,Matches,Strasbourg
Thomas Delaine,fr FRA,"DF,MF",31.0,30,26,2253.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,3.6,5.3,63.0,52.0,151.0,0.04,0.04,0.08,0.04,0.08,0.07,0.16,0.23,0.07,0.23,Matches,Strasbourg
Emanuel Emegha,nl NED,FW,20.0,31,24,2246.0,25.0,9.0,1.0,10.0,9.0,0.0,1.0,4.0,0.0,10.8,10.0,0.4,10.4,24.0,11.0,115.0,0.36,0.04,0.4,0.36,0.4,0.47,0.02,0.49,0.43,0.45,Matches,Strasbourg
Abakar Sylla,ci CIV,DF,20.0,25,22,2062.0,22.9,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,0.5,2.0,8.0,72.0,2.0,0.13,0.0,0.13,0.13,0.13,0.08,0.02,0.1,0.08,0.1,Matches,Strasbourg
Ibrahima Sissoko,ml MLI,MF,25.0,31,22,2026.0,22.5,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,1.7,2.6,15.0,88.0,18.0,0.0,0.13,0.13,0.0,0.13,0.05,0.09,0.14,0.05,0.14,Matches,Strasbourg
Ismaël Doukouré,fr FRA,"MF,DF",20.0,24,20,1803.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,15.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Strasbourg
Alaa Bellaarouch,ma MAR,GK,21.0,19,19,1740.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Strasbourg
Matz Sels,be BEL,GK,31.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Strasbourg
Junior Mwanga,fr FRA,"MF,FW",20.0,25,20,1699.0,18.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.8,2.2,28.0,56.0,37.0,0.05,0.05,0.11,0.05,0.11,0.09,0.05,0.14,0.09,0.14,Matches,Strasbourg
Kévin Gameiro,fr FRA,"FW,MF",36.0,30,17,1499.0,16.7,5.0,2.0,7.0,3.0,2.0,2.0,0.0,0.0,3.4,1.9,2.7,4.6,26.0,44.0,81.0,0.3,0.12,0.42,0.18,0.3,0.23,0.18,0.41,0.12,0.31,Matches,Strasbourg
Ângelo Borges,br BRA,"FW,MF",18.0,25,15,1356.0,15.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,3.3,3.7,50.0,59.0,109.0,0.0,0.2,0.2,0.0,0.2,0.04,0.27,0.31,0.04,0.31,Matches,Strasbourg
Gerzino Nyamsi,fr FRA,DF,26.0,13,13,1092.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Strasbourg
Saidou Sow,gn GUI,DF,21.0,12,9,845.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.5,0.8,1.0,24.0,0.0,0.0,0.11,0.11,0.0,0.11,0.04,0.06,0.1,0.04,0.1,Matches,Strasbourg
Andrey Santos,br BRA,MF,19.0,11,9,831.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,5.0,48.0,15.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.21,0.11,0.21,Matches,Strasbourg
Jessy Deminguet,fr FRA,"MF,FW",25.0,21,10,808.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,7.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,Strasbourg
Dion Moise Sahi,ci CIV,"MF,FW",21.0,20,9,793.0,8.8,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,4.1,4.1,1.3,5.4,13.0,21.0,42.0,0.57,0.11,0.68,0.57,0.68,0.58,0.19,0.77,0.58,0.77,Matches,Strasbourg
Lebo Mothiba,za RSA,FW,27.0,15,5,617.0,6.9,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.6,4.6,0.2,4.8,8.0,9.0,27.0,0.44,0.0,0.44,0.44,0.44,0.67,0.02,0.7,0.67,0.7,Matches,Strasbourg
Jérémy Sebas,mq MTQ,"FW,MF",20.0,15,2,427.0,4.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,6.0,39.0,0.42,0.0,0.42,0.42,0.42,0.21,0.01,0.22,0.21,0.22,Matches,Strasbourg
Jean-Ricner Bellegarde,fr FRA,"MF,FW",25.0,3,3,269.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.5,2.1,9.0,11.0,10.0,0.67,0.67,1.34,0.67,1.34,0.19,0.51,0.69,0.19,0.69,Matches,Strasbourg
Rabby Nzingoula,cg CGO,"MF,FW",17.0,7,1,167.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,8.0,6.0,0.0,0.54,0.54,0.0,0.54,0.06,0.07,0.14,0.06,0.14,Matches,Strasbourg
Aboubacar Ali,fr FRA,"MF,FW",17.0,9,1,130.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,3.0,12.0,0.0,0.69,0.69,0.0,0.69,0.17,0.05,0.22,0.17,0.22,Matches,Strasbourg
Eduard Sobol,ua UKR,DF,28.0,4,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Strasbourg
Steven Baseya,fr FRA,DF,18.0,3,1,96.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,0.94,0.0,0.0,0.0,0.0,0.0,Matches,Strasbourg
Sanjin Prcić,ba BIH,MF,29.0,3,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.24,0.01,0.24,Matches,Strasbourg
Mohamed Bechikh,fr FRA,"FW,MF",18.0,3,0,20.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,0.0,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,Matches,Strasbourg
Samir El Mourabet,fr FRA,FW,17.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Strasbourg
Patrick Ouotro,ci CIV,FW,17.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Strasbourg
Tom Saettel,fr FRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
Elies Eraar Fernandez,fr FRA,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
Tidiane Diallo,fr FRA,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
Alexandre Pierre,ht HAI,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
Karol Fila,pl POL,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
Jean-Eudes Aholou,ci CIV,MF,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
Matthieu Dreyer,fr FRA,GK,34.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Strasbourg
David Soria,es ESP,GK,30.0,40,40,3593.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe
